Threat Category,Threat Actor,Attack Vector,Geographical Location,Sentiment in Forums,Severity Score,Suggested Defense Mechanism,Risk Level Prediction,Cleaned Threat Description,Keyword Extraction,Named Entities (NER),Topic Modeling Labels
Phishing,Unknown,Web,USA,0.74,4,Quarantine,5,malware detected in email attachment,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware
Malware,APT-28,Network,Global,0.56,1,Quarantine,1,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
DDoS,Lazarus Group,Web,North Korea,0.84,4,Quarantine,5,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing
DDoS,Unknown,Web,North Korea,0.97,1,Increase Web Security,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Ransomware
Ransomware,Anonymous,Email,Germany,0.57,5,Increase Web Security,4,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",DDoS
Malware,Lazarus Group,Web,Global,0.87,2,Monitor for Phishing,5,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Malware
Phishing,Lazarus Group,Network,Global,0.82,3,Patch Vulnerability,3,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing
DDoS,Anonymous,Web,USA,0.79,2,Increase Web Security,1,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Ransomware
Malware,Anonymous,Web,Global,0.7,5,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Malware
Malware,Lazarus Group,Email,Russia,0.68,1,Patch Vulnerability,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware
Ransomware,Anonymous,Web,USA,0.52,2,Increase Web Security,5,phishing email with malicious link,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Ransomware
DDoS,APT-28,Web,Russia,0.61,5,Quarantine,3,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Phishing
DDoS,APT-28,Network,Germany,0.51,4,Monitor for Phishing,4,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
Phishing,APT-28,Email,North Korea,0.79,3,Patch Vulnerability,2,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing
DDoS,Lazarus Group,Email,Germany,0.55,2,Quarantine,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Phishing
Phishing,Anonymous,Email,North Korea,0.94,1,Increase Web Security,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing
DDoS,Anonymous,Web,Germany,0.76,4,Patch Vulnerability,3,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",DDoS
Ransomware,Unknown,Email,Global,0.85,5,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",Ransomware
DDoS,Unknown,Web,Russia,0.71,3,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Malware
Phishing,Anonymous,Web,North Korea,0.78,1,Quarantine,2,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Phishing
Phishing,Anonymous,Network,USA,0.97,5,Quarantine,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
Ransomware,Anonymous,Network,Russia,0.54,5,Quarantine,5,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Phishing
DDoS,Lazarus Group,Network,USA,0.63,2,Patch Vulnerability,3,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing
DDoS,Anonymous,Network,Russia,0.89,2,Patch Vulnerability,2,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
Ransomware,Unknown,Network,Russia,0.55,1,Monitor for Phishing,5,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Phishing
DDoS,Lazarus Group,Web,Germany,0.54,5,Monitor for Phishing,1,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Ransomware
DDoS,Anonymous,Web,North Korea,0.68,2,Quarantine,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware
Phishing,Unknown,Email,North Korea,0.55,3,Quarantine,4,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware
DDoS,Lazarus Group,Web,Russia,0.79,3,Increase Web Security,1,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware
DDoS,Anonymous,Web,Global,0.61,5,Quarantine,2,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Phishing
Ransomware,Anonymous,Network,Global,0.95,2,Monitor for Phishing,5,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing
Ransomware,Anonymous,Web,USA,0.89,1,Monitor for Phishing,1,distributed denial of service attack on public website,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware
Malware,Lazarus Group,Network,USA,0.85,1,Monitor for Phishing,4,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Phishing
Phishing,Unknown,Email,Germany,0.81,1,Patch Vulnerability,4,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware
DDoS,Unknown,Email,Russia,0.93,3,Patch Vulnerability,2,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Malware
DDoS,APT-28,Web,USA,0.61,2,Quarantine,1,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Ransomware
Malware,Anonymous,Email,USA,0.94,2,Increase Web Security,3,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
DDoS,APT-28,Web,Russia,0.89,3,Increase Web Security,1,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Ransomware
Phishing,APT-28,Email,Germany,0.87,1,Increase Web Security,4,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",DDoS
Malware,Unknown,Network,USA,0.78,1,Patch Vulnerability,2,phishing email with malicious link,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Malware
Phishing,Lazarus Group,Network,Germany,0.62,5,Monitor for Phishing,2,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
Malware,Lazarus Group,Network,North Korea,0.71,4,Monitor for Phishing,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",Ransomware
Malware,Unknown,Network,Germany,0.9,2,Patch Vulnerability,2,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Malware
Ransomware,Lazarus Group,Web,Global,0.52,2,Increase Web Security,2,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware
Phishing,APT-28,Email,Global,0.89,2,Increase Web Security,2,malware detected in email attachment,"['phishing', 'link', 'email']","['Lazarus Group', 'Network Device']",Ransomware
DDoS,Anonymous,Web,Germany,0.62,4,Quarantine,2,phishing email with malicious link,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
DDoS,Unknown,Network,Global,0.57,5,Quarantine,2,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Phishing
Phishing,Anonymous,Web,North Korea,0.56,4,Increase Web Security,4,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Ransomware
DDoS,Lazarus Group,Email,Russia,0.51,1,Patch Vulnerability,1,malware detected in email attachment,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Malware
DDoS,Anonymous,Web,Global,0.76,1,Increase Web Security,5,distributed denial of service attack on public website,"['ransomware', 'network', 'vulnerability']","['CompanyX', 'APT-28']",Phishing
Phishing,Lazarus Group,Email,Global,0.61,2,Quarantine,2,phishing email with malicious link,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Ransomware
Malware,Lazarus Group,Web,Germany,0.99,3,Increase Web Security,5,phishing email with malicious link,"['phishing', 'corporate', 'scam']","['CompanyY', 'Malware']",Ransomware
Phishing,APT-28,Email,North Korea,0.79,2,Patch Vulnerability,5,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Lazarus Group', 'Network Device']",Ransomware
Malware,Lazarus Group,Email,Russia,0.57,3,Monitor for Phishing,4,distributed denial of service attack on public website,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware
DDoS,APT-28,Network,Germany,0.84,4,Patch Vulnerability,2,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing
DDoS,APT-28,Email,Germany,0.95,1,Patch Vulnerability,5,ransomware attack through network vulnerability,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Malware
DDoS,APT-28,Network,North Korea,0.87,3,Quarantine,2,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",DDoS
Ransomware,Unknown,Network,Russia,0.54,4,Patch Vulnerability,3,phishing email with malicious link,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Phishing
Malware,Unknown,Network,North Korea,0.95,1,Patch Vulnerability,3,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",Malware
Ransomware,Lazarus Group,Web,Russia,0.9,3,Quarantine,3,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Phishing
Ransomware,APT-28,Web,North Korea,0.58,2,Quarantine,5,phishing email with malicious link,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",DDoS
Phishing,Unknown,Web,Germany,0.53,2,Monitor for Phishing,3,phishing scam targeting corporate accounts,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
Ransomware,APT-28,Web,Germany,0.78,2,Increase Web Security,4,phishing scam targeting corporate accounts,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",Ransomware
Phishing,Anonymous,Email,USA,0.58,4,Patch Vulnerability,4,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['CompanyX', 'APT-28']",Malware
Phishing,Anonymous,Email,Global,0.92,2,Quarantine,5,malware detected in email attachment,"['ransomware', 'network', 'vulnerability']","['CompanyY', 'Malware']",DDoS
Ransomware,Anonymous,Web,North Korea,0.68,5,Monitor for Phishing,2,malware detected in email attachment,"['malware', 'email', 'attachment']","['Anonymous', 'Website']",DDoS
Malware,Lazarus Group,Email,USA,0.96,1,Increase Web Security,1,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Phishing
Malware,APT-28,Email,Global,0.78,4,Quarantine,2,malware detected in email attachment,"['phishing', 'link', 'email']","['Anonymous', 'Website']",Phishing
Malware,Anonymous,Network,North Korea,0.59,2,Increase Web Security,2,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Ransomware
Malware,Unknown,Network,Russia,0.57,1,Increase Web Security,2,phishing email with malicious link,"['malware', 'email', 'attachment']","['CompanyX', 'APT-28']",Phishing
Malware,Anonymous,Network,Global,0.79,3,Patch Vulnerability,2,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Lazarus Group', 'Network Device']",Malware
Ransomware,Anonymous,Network,Germany,0.88,2,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Unknown', 'Phishing Service']",Malware
Ransomware,Anonymous,Email,USA,0.89,1,Quarantine,3,malware detected in email attachment,"['DDoS', 'website', 'attack']","['Lazarus Group', 'Network Device']",Malware
DDoS,Lazarus Group,Web,Global,0.64,5,Increase Web Security,2,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['Anonymous', 'Website']",Phishing
Malware,Unknown,Email,Global,0.6,3,Quarantine,4,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",Malware
Ransomware,APT-28,Email,Germany,0.51,5,Quarantine,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Lazarus Group', 'Network Device']",Phishing
DDoS,Unknown,Email,North Korea,0.84,1,Increase Web Security,5,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",Phishing
Malware,APT-28,Network,Russia,0.54,5,Quarantine,4,ransomware attack through network vulnerability,"['phishing', 'link', 'email']","['Unknown', 'Phishing Service']",Malware
Phishing,Lazarus Group,Network,Germany,0.71,1,Increase Web Security,2,phishing scam targeting corporate accounts,"['ransomware', 'network', 'vulnerability']","['Anonymous', 'Website']",DDoS
DDoS,Lazarus Group,Network,Russia,0.8,1,Increase Web Security,1,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyX', 'APT-28']",DDoS
Ransomware,Lazarus Group,Web,North Korea,0.97,5,Increase Web Security,3,phishing scam targeting corporate accounts,"['phishing', 'link', 'email']","['CompanyY', 'Malware']",DDoS
Phishing,Lazarus Group,Email,Global,0.66,1,Increase Web Security,5,distributed denial of service attack on public website,"['phishing', 'corporate', 'scam']","['Unknown', 'Phishing Service']",Ransomware
Phishing,APT-28,Web,Russia,0.62,2,Monitor for Phishing,3,ransomware attack through network vulnerability,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Phishing
Phishing,Anonymous,Network,USA,0.83,1,Increase Web Security,1,malware detected in email attachment,"['DDoS', 'website', 'attack']","['CompanyY', 'Malware']",Malware
DDoS,APT-28,Web,USA,0.81,4,Patch Vulnerability,5,distributed denial of service attack on public website,"['malware', 'email', 'attachment']","['Unknown', 'Phishing Service']",Ransomware
Ransomware,Unknown,Email,Germany,0.67,1,Patch Vulnerability,3,phishing email with malicious link,"['DDoS', 'website', 'attack']","['Unknown', 'Phishing Service']",DDoS
Phishing,Lazarus Group,Email,North Korea,0.96,4,Patch Vulnerability,1,phishing scam targeting corporate accounts,"['malware', 'email', 'attachment']","['CompanyY', 'Malware']",Malware
Malware,Lazarus Group,Network,Germany,0.92,1,Increase Web Security,3,ransomware attack through network vulnerability,"['phishing', 'corporate', 'scam']","['Anonymous', 'Website']",Ransomware
